goodreads_book_id,title,genres,authors,average_rating
6732019,Rework,"['business', 'non-fiction', 'self-help', 'psychology', 'economics']","['Jason Fried, David Heinemeier Hansson']",[3.93]
6735082,"Bakuman, Band 1: Traum und Realität","['manga', 'young-adult', 'romance', 'graphic-novel', 'comedy', 'contemporary', 'humor', 'drama']","['Tsugumi Ohba, Takeshi Obata, Diana Hammermeister']",[4.18]
6736971,"The Desert Spear (Demon Cycle, #2)","['fantasy', 'epic', 'dark-fantasy', 'adventure', 'science-fiction', 'action', 'war', 'horror', 'romance', 'paranormal', 'speculative-fiction', 'dystopian']",['Peter V. Brett'],[4.24]
6746018,The Distant Hours,"['historical-fiction', 'mystery', 'historical', 'gothic', 'romance', 'adult-fiction', 'contemporary', 'drama', 'family', 'literary-fiction', 'war', 'suspense']",['Kate Morton'],[3.87]
6751356,Wench,"['historical', 'historical-fiction', 'adult-fiction', 'literary-fiction', 'drama']",['Dolen Perkins-Valdez'],[3.68]
6752378,"City of Fallen Angels (The Mortal Instruments, #4)","['fantasy', 'young-adult', 'paranormal', 'romance', 'urban-fantasy', 'paranormal-romance', 'ya-fantasy', 'adventure', 'action', 'young-adult-fiction', 'contemporary']",['Cassandra Clare'],[4.16]
6758331,The Darkest Passion (Lords of the Underworld #5),"['paranormal-romance', 'paranormal', 'romance', 'fantasy', 'mythology', 'urban-fantasy', 'contemporary', 'action', 'adult-fiction', 'suspense']",['Gena Showalter'],[4.37]
6758423,"Women, Food and God: An Unexpected Path to Almost Everything","['non-fiction', 'memoir', 'self-help', 'philosophy', 'spirituality', 'health']",['Geneen Roth'],[3.62]
6763961,"My Soul to Save (Soul Screamers, #2)","['young-adult', 'paranormal', 'fantasy', 'romance', 'urban-fantasy', 'paranormal-romance', 'mythology', 'ya-fantasy', 'mystery', 'contemporary', 'ya-romance', 'family', 'adventure']",['Rachel Vincent'],[3.98]
6765740,Perahu Kertas,"['romance', 'young-adult', 'drama', 'contemporary', 'family']",['Dee Lestari'],[3.94]
6777616,"The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)","['mystery', 'historical-fiction', 'adult-fiction', 'cozy-mystery', 'young-adult', 'crime', 'historical', 'adventure', 'family', 'humor', 'science', 'thriller', 'crime-thriller']",['Alan Bradley'],[3.99]
6780439,"Dark Visions (Dark Visions, #1-3)","['young-adult', 'paranormal', 'fantasy', 'romance', 'paranormal-romance', 'urban-fantasy', 'ya-fantasy', 'mystery', 'adventure', 'young-adult-fiction', 'horror', 'action', 'ya-romance']",['L.J. Smith'],[4.19]
6781956,"Savor the Moment (Bride Quartet, #3)","['romance', 'contemporary', 'adult-fiction', 'family']","['Nora Roberts, Angela Dawe']",[4.13]
6791212,"The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search","['non-fiction', 'biography', 'historical', 'contemporary', 'family', 'politics', 'religion', 'drama', 'mystery', 'memoir']",['Martin Sixsmith'],[3.65]
6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,"['non-fiction', 'politics', 'sociology', 'crime', 'historical', 'economics', 'psychology']",['Michelle Alexander'],[4.49]
6801582,"Spells (Wings, #2)","['fantasy', 'young-adult', 'romance', 'paranormal', 'paranormal-romance', 'urban-fantasy', 'ya-fantasy', 'adventure', 'young-adult-fantasy', 'ya-romance', 'young-adult-fiction', 'contemporary']",['Aprilynne Pike'],[3.99]
6801614,"One Piece, Volume 38: Rocketman!! (One Piece, #38)","['manga', 'fantasy', 'adventure', 'action', 'comedy', 'humor', 'young-adult', 'graphic-novel']",['Eiichirō Oda'],[4.63]
6801652,"Vampire Knight, Vol. 9","['manga', 'romance', 'fantasy', 'paranormal', 'young-adult', 'graphic-novel', 'horror', 'paranormal-romance', 'drama', 'mystery', 'action', 'gothic']","['Matsuri Hino, Tomo Kimura']",[4.31]
6818019,"I Am Nujood, Age 10 and Divorced","['non-fiction', 'memoir', 'biography', 'religion', 'young-adult', 'politics', 'family', 'sociology', 'contemporary', 'historical']","['Nujood Ali, Delphine Minoui, Linda Coverdale']",[3.79]
6828896,"Delivering Happiness: A Path to Profits, Passion, and Purpose","['business', 'non-fiction', 'biography', 'self-help', 'memoir', 'psychology', 'economics']",['Tony Hsieh'],[4.01]
6834410,The Imperfectionists,"['literary-fiction', 'adult-fiction', 'contemporary', 'historical-fiction', 'drama', 'humor']",['Tom Rachman'],[3.54]
6837103,The Kitchen House,"['historical-fiction', 'historical', 'adult-fiction', 'drama', 'literary-fiction', 'family', 'contemporary']",['Kathleen Grissom'],[4.18]
6839093,"Chew, Vol. 1: Taster's Choice","['graphic-novel', 'mystery', 'crime', 'fantasy', 'horror', 'humor', 'science-fiction', 'paranormal', 'comedy', 'urban-fantasy', 'thriller', 'dystopian', 'adult-fiction', 'action']","['John Layman, Rob Guillory']",[4.0]
6855294,Tell-All,"['contemporary', 'thriller', 'humor', 'adult-fiction', 'literary-fiction', 'mystery', 'drama', 'comedy', 'historical']",['Chuck Palahniuk'],[2.84]
6867952,"Black Butler, Vol. 2 (Black Butler, #2)","['manga', 'fantasy', 'historical-fiction', 'horror', 'paranormal', 'graphic-novel', 'young-adult', 'mystery', 'historical', 'action', 'humor', 'steampunk', 'comedy', 'gothic', 'urban-fantasy', 'dark-fantasy']","['Yana Toboso, Tomo Kimura']",[4.48]
6871616,"Eternal Kiss of Darkness (Night Huntress World, #2)","['paranormal-romance', 'paranormal', 'romance', 'urban-fantasy', 'fantasy', 'contemporary', 'action', 'mystery', 'suspense', 'mythology', 'horror']",['Jeaniene Frost'],[4.21]
6871617,"This Side of the Grave (Night Huntress, #5)","['paranormal', 'urban-fantasy', 'paranormal-romance', 'romance', 'fantasy', 'contemporary', 'mystery', 'action', 'humor', 'suspense', 'adult-fiction', 'horror', 'adventure']",['Jeaniene Frost'],[4.28]
6871646,Pete the Cat: I Love My White Shoes,"['children', 'humor', 'fantasy', 'poetry']","['Eric Litwin, James Dean']",[4.41]
6871737,Turtle in Paradise,"['historical-fiction', 'historical', 'young-adult', 'children', 'family', 'adventure', 'humor', 'mystery', 'contemporary']",['Jennifer L. Holm'],[3.93]
6878614,"Storm Prey (Lucas Davenport, #20)","['thriller', 'crime', 'mystery', 'suspense', 'crime-thriller', 'action', 'adventure', 'suspense-thriller']",['John Sandford'],[4.15]
6891433,"Panserhjerte (Harry Hole, #8)","['crime', 'mystery', 'thriller', 'suspense', 'crime-thriller', 'contemporary', 'adult-fiction', 'horror']",['Jo Nesbø'],[4.08]
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)","['mystery', 'thriller', 'crime', 'suspense', 'contemporary', 'crime-thriller', 'adult-fiction', 'drama', 'suspense-thriller', 'adventure', 'action']","['Stieg Larsson, Reg Keeland']",[4.2]
6905012,Secret Daughter,"['contemporary', 'adult-fiction', 'family', 'historical-fiction', 'drama', 'literary-fiction']",['Shilpi Somaya Gowda'],[3.97]
6905534,"Raised by Wolves (Raised by Wolves, #1)","['young-adult', 'paranormal', 'fantasy', 'romance', 'urban-fantasy', 'paranormal-romance', 'ya-fantasy', 'contemporary', 'mystery', 'adventure', 'action']",['Jennifer Lynn Barnes'],[3.94]
6907672,The Talisman (Volume 1): The Road of Trials,"['horror', 'fantasy', 'graphic-novel', 'paranormal', 'suspense']","['Robin Furth, Stephen King, Peter Straub, Tony Shasteen, Nei Ruffino']",[4.34]
6909544,"Birthmarked (Birthmarked, #1)","['young-adult', 'dystopian', 'fantasy', 'science-fiction', 'romance', 'adventure', 'young-adult-fiction', 'ya-fantasy', 'mystery', 'paranormal', 'family', 'action', 'speculative-fiction']","[""Caragh M. O'Brien""]",[3.89]
6911529,Batwoman: Elegy,"['graphic-novel', 'fantasy', 'crime', 'action', 'mystery', 'horror', 'adventure', 'romance', 'speculative-fiction']","['Greg Rucka, J.H. Williams III, Rachel Maddow']",[4.16]
6916963,"Succubus Shadows (Georgina Kincaid, #5)","['urban-fantasy', 'paranormal', 'fantasy', 'romance', 'paranormal-romance', 'adult-fiction', 'mystery', 'young-adult', 'contemporary', 'mythology', 'suspense']",['Richelle Mead'],[4.18]
6917952,"Burned (House of Night, #7)","['young-adult', 'fantasy', 'paranormal', 'romance', 'paranormal-romance', 'urban-fantasy', 'ya-fantasy', 'young-adult-fiction', 'mythology', 'mystery', 'horror', 'adventure', 'young-adult-fantasy']","['P.C. Cast, Kristin Cast']",[3.98]
6918909,"Illusions (Wings, #3)","['fantasy', 'young-adult', 'romance', 'paranormal', 'paranormal-romance', 'urban-fantasy', 'ya-fantasy', 'contemporary', 'adventure', 'ya-romance', 'young-adult-fantasy', 'young-adult-fiction']",['Aprilynne Pike'],[4.12]
6919272,"Saphirblau (Edelstein-Trilogie, #2)","['fantasy', 'young-adult', 'romance', 'historical-fiction', 'science-fiction', 'historical', 'paranormal', 'urban-fantasy', 'ya-fantasy', 'mystery', 'contemporary', 'adventure']",['Kerstin Gier'],[4.19]
6922622,Going Rogue: An American Life,"['biography', 'non-fiction', 'politics', 'memoir', 'science', 'contemporary']","['Sarah Palin, Lynn Vincent, Dewey Whetsell']",[3.28]
6926176,"Her Mother's Hope (Marta's Legacy, #1)","['historical-fiction', 'historical', 'romance', 'religion', 'drama', 'family', 'adult-fiction', 'psychology']",['Francine Rivers'],[4.28]
6928893,One Good Dog,"['contemporary', 'family', 'drama', 'adult-fiction', 'non-fiction', 'literary-fiction']",['Susan  Wilson'],[4.07]
6931246,Kraken,"['fantasy', 'urban-fantasy', 'science-fiction', 'horror', 'mystery', 'speculative-fiction', 'contemporary', 'steampunk', 'humor', 'religion', 'science', 'magical-realism', 'thriller', 'epic', 'paranormal', 'crime', 'dark-fantasy', 'adult-fiction', 'adventure', 'mythology']",['China Miéville'],[3.6]
6931356,The DUFF: Designated Ugly Fat Friend,"['young-adult', 'contemporary', 'romance', 'new-adult', 'ya-romance', 'humor', 'drama', 'family', 'young-adult-fiction']",['Kody Keplinger'],[3.86]
6933152,"Web of Lies (Elemental Assassin, #2)","['urban-fantasy', 'fantasy', 'paranormal', 'romance', 'paranormal-romance', 'mystery', 'contemporary', 'action', 'suspense', 'crime', 'adventure', 'thriller']",['Jennifer Estep'],[4.1]
6933876,"Changeless (Parasol Protectorate, #2)","['steampunk', 'fantasy', 'paranormal', 'romance', 'urban-fantasy', 'historical-fiction', 'mystery', 'historical', 'paranormal-romance', 'science-fiction', 'humor', 'adventure', 'historical-romance', 'adult-fiction', 'young-adult', 'speculative-fiction', 'comedy', 'horror', 'alternative-history']",['Gail Carriger'],[4.0]
6934395,"Midnight (The Vampire Diaries: The Return, #3)","['young-adult', 'fantasy', 'paranormal', 'romance', 'paranormal-romance', 'urban-fantasy', 'horror', 'mystery', 'adventure', 'action']",['L.J. Smith'],[3.78]
6936382,"Anna and the French Kiss (Anna and the French Kiss, #1)","['young-adult', 'romance', 'contemporary', 'ya-romance', 'travel', 'young-adult-fiction', 'humor']",['Stephanie Perkins'],[4.08]
6937878,"Love Bites (Vampire Kisses, #7)","['young-adult', 'paranormal', 'romance', 'fantasy', 'paranormal-romance', 'urban-fantasy', 'horror', 'gothic', 'young-adult-fiction', 'ya-romance']",['Ellen Schreiber'],[4.13]
6939939,The Hand That First Held Mine,"['historical-fiction', 'contemporary', 'family', 'literary-fiction', 'adult-fiction', 'mystery', 'romance', 'historical', 'drama', 'psychological-fiction']","[""Maggie O'Farrell""]",[3.87]
6944032,"Night Pleasures (Dark-Hunter, #1)","['paranormal-romance', 'paranormal', 'romance', 'fantasy', 'urban-fantasy', 'mythology', 'contemporary', 'adult-fiction', 'action', 'suspense']",['Sherrilyn Kenyon'],[4.23]
6944566,The Lonely Polygamist,"['contemporary', 'adult-fiction', 'religion', 'literary-fiction', 'family', 'humor', 'drama', 'historical-fiction', 'comedy']",['Brady Udall'],[3.5]
6945530,"The Night Eternal (The Strain Trilogy, #3)","['fantasy', 'thriller', 'science-fiction', 'paranormal', 'dystopian', 'horror', 'urban-fantasy', 'suspense', 'adult-fiction', 'mystery', 'adventure', 'science']","['Guillermo del Toro, Chuck Hogan']",[3.67]
6948436,Little Bee,"['historical-fiction', 'adult-fiction', 'historical', 'literary-fiction', 'contemporary', 'family', 'politics']",['Chris Cleave'],[3.7]
6950688,"Only the Good Spy Young (Gallagher Girls, #4)","['young-adult', 'mystery', 'romance', 'contemporary', 'adventure', 'action', 'young-adult-fiction', 'thriller', 'crime', 'humor', 'suspense', 'ya-romance', 'fantasy']",['Ally Carter'],[4.29]
6952423,I Am Ozzy,"['biography', 'non-fiction', 'memoir', 'humor', 'comedy']","['Ozzy Osbourne, Chris Ayres']",[4.05]
6953500,"Insatiable (Insatiable, #1)","['romance', 'paranormal', 'paranormal-romance', 'fantasy', 'urban-fantasy', 'young-adult', 'adult-fiction', 'contemporary', 'humor', 'mystery', 'horror', 'action', 'ya-fantasy']",['Meg Cabot'],[3.44]
6954438,"Sweet Tooth, Volume 1: Out of the Deep Woods","['graphic-novel', 'fantasy', 'science-fiction', 'dystopian', 'horror', 'young-adult', 'adventure']","['Jeff Lemire, José Villarrubia, Carlos M. Mangual']",[3.9]
6966823,The Shallows: What the Internet is Doing to Our Brains,"['psychology', 'science', 'non-fiction', 'sociology', 'philosophy', 'business', 'health', 'self-help']",['Nicholas Carr'],[3.85]
6969361,2 States: The Story of My Marriage,"['romance', 'contemporary', 'drama', 'humor', 'young-adult', 'non-fiction', 'comedy', 'new-adult', 'adult-fiction']",['Chetan Bhagat'],[3.42]
6977769,"61 Hours (Jack Reacher, #14)","['thriller', 'mystery', 'crime', 'suspense', 'action', 'adventure', 'military', 'suspense-thriller', 'crime-thriller', 'adult-fiction']",['Lee Child'],[4.08]
6987558,Don't Blink,"['mystery', 'crime', 'suspense', 'thriller', 'suspense-thriller', 'crime-thriller', 'adult-fiction', 'action', 'adventure', 'drama']","['James Patterson, Howard Roughan']",[3.79]
6988014,Seven Days in the Art World,"['non-fiction', 'sociology', 'business', 'biography', 'memoir', 'travel']",['Sarah Thornton'],[3.54]
7005479,Island Beneath the Sea,"['historical-fiction', 'historical', 'magical-realism', 'adult-fiction', 'romance', 'literary-fiction', 'drama', 'contemporary']","['Isabel Allende, Margaret Sayers Peden']",[4.01]
7005865,"The Atlantis Complex (Artemis Fowl, #7)","['fantasy', 'science-fiction', 'young-adult', 'adventure', 'urban-fantasy', 'children', 'humor', 'action', 'ya-fantasy', 'paranormal', 'mystery', 'young-adult-fiction', 'contemporary', 'crime', 'young-adult-fantasy', 'romance', 'thriller']",['Eoin Colfer'],[3.97]
7006562,Stephen King's N.,"['horror', 'graphic-novel', 'fantasy', 'mystery', 'thriller', 'paranormal', 'suspense', 'adult-fiction', 'science-fiction', 'gothic']","['Marc Guggenheim, Alex Maleev, Stephen King']",[4.22]
7010683,Beachcombers,"['romance', 'contemporary', 'family', 'adult-fiction', 'drama']",['Nancy Thayer'],[3.77]
7011225,Caim,"['religion', 'philosophy', 'historical-fiction', 'fantasy', 'literary-fiction', 'historical', 'classic', 'contemporary', 'adult-fiction', 'humor', 'romance', 'mythology', 'magical-realism', 'spirituality']",['José Saramago'],[3.89]
7011403,"Dragon Haven (Rain Wild Chronicles, #2)","['fantasy', 'adventure', 'epic', 'romance', 'science', 'science-fiction', 'young-adult', 'adult-fiction']",['Robin Hobb'],[4.06]
7011879,Of Course I Love You...! Till I Find Someone Better...,"['romance', 'contemporary', 'drama']","['Durjoy Datta, Maanvi Ahuja']",[3.21]
7015403,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"['non-fiction', 'psychology', 'self-help', 'spirituality', 'health', 'philosophy', 'business', 'science', 'memoir']",['Brené Brown'],[4.17]
7015635,Food Rules: An Eater's Manual,"['non-fiction', 'health', 'science', 'self-help', 'cookbook', 'philosophy', 'politics']",['Michael Pollan'],[3.99]
7023554,"Sizzling Sixteen (Stephanie Plum, #16)","['mystery', 'humor', 'romance', 'crime', 'comedy', 'contemporary', 'adult-fiction', 'suspense', 'cozy-mystery', 'action', 'adventure', 'thriller']",['Janet Evanovich'],[3.93]
7025086,"Ender's Game, Volume 2: Command School","['science-fiction', 'graphic-novel', 'young-adult', 'fantasy', 'military', 'dystopian', 'war', 'manga']","['Christopher Yost, Pasqual Ferry, Orson Scott Card']",[4.6]
7027569,"Heartstone (Matthew Shardlake, #5)","['historical-fiction', 'mystery', 'historical', 'crime', 'thriller', 'crime-thriller', 'adult-fiction']",['C.J. Sansom'],[4.31]
7039218,"Once Burned (Night Prince, #1)","['paranormal', 'paranormal-romance', 'romance', 'urban-fantasy', 'fantasy', 'contemporary', 'mystery', 'action', 'adult-fiction', 'suspense']",['Jeaniene Frost'],[4.24]
7046495,"Lover Mine (Black Dagger Brotherhood, #8)","['paranormal-romance', 'romance', 'fantasy', 'urban-fantasy', 'paranormal', 'contemporary', 'action', 'adult-fiction', 'suspense']",['J.R. Ward'],[4.41]
7048800,The Particular Sadness of Lemon Cake,"['magical-realism', 'fantasy', 'contemporary', 'adult-fiction', 'young-adult', 'literary-fiction', 'family', 'drama', 'paranormal', 'mystery', 'psychological-fiction']",['Aimee Bender'],[3.19]
7054123,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,"['non-fiction', 'science', 'true-crime', 'crime', 'historical', 'mystery', 'biography', 'historical-fiction', 'politics', 'health']",['Deborah Blum'],[4.0]
7058405,"The Ice Princess (Patrik Hedström, #1)","['crime', 'thriller', 'suspense', 'contemporary', 'crime-thriller', 'romance', 'adult-fiction', 'mystery']","['Camilla Läckberg, Steven T. Murray']",[3.69]
7059135,"Inside Out (Insider, #1)","['young-adult', 'dystopian', 'science-fiction', 'fantasy', 'romance', 'adventure', 'mystery', 'action', 'ya-fantasy', 'young-adult-fiction', 'urban-fantasy']",['Maria V. Snyder'],[3.82]
7060582,"Twice Bitten (Chicagoland Vampires, #3)","['urban-fantasy', 'paranormal', 'fantasy', 'romance', 'paranormal-romance', 'mystery', 'contemporary', 'action', 'young-adult', 'adult-fiction', 'humor', 'suspense']",['Chloe Neill'],[4.23]
7074000,"Happy Ever After (Bride Quartet, #4)","['romance', 'contemporary', 'family', 'adult-fiction']",['Nora Roberts'],[4.17]
7076706,The Search,"['romance', 'romantic-suspense', 'mystery', 'suspense', 'contemporary', 'thriller', 'crime', 'adult-fiction', 'suspense-thriller', 'drama']",['Nora Roberts'],[4.11]
7078265,"Think Twice (Rosato & Associates, #11)","['mystery', 'thriller', 'suspense', 'legal-thriller', 'crime', 'adult-fiction', 'drama', 'suspense-thriller', 'action', 'romance']",['Lisa Scottoline'],[3.62]
7090290,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto","['memoir', 'non-fiction', 'humor', 'biography', 'comedy', 'contemporary', 'self-help']",['Jen Lancaster'],[3.91]
7090447,"The Red Pyramid (Kane Chronicles, #1)","['fantasy', 'young-adult', 'mythology', 'adventure', 'children', 'urban-fantasy', 'action', 'ya-fantasy', 'mystery', 'paranormal', 'young-adult-fiction', 'humor', 'romance', 'contemporary', 'historical-fiction', 'family']",['Rick Riordan'],[4.06]
7090785,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)","['horror', 'humor', 'fantasy', 'paranormal', 'historical-fiction', 'romance', 'historical', 'comedy', 'young-adult', 'classic', 'science-fiction', 'adult-fiction', 'adventure']","['Steve Hockensmith, Jane Austen, Patrick Arrasmith']",[3.47]
7091370,"The Carrie Diaries (The Carrie Diaries, #1)","['young-adult', 'romance', 'contemporary', 'ya-romance', 'young-adult-fiction', 'drama', 'humor']",['Candace Bushnell'],[3.57]
7091488,"Dead in the Family (Sookie Stackhouse, #10)","['fantasy', 'paranormal', 'urban-fantasy', 'romance', 'mystery', 'paranormal-romance', 'horror', 'adult-fiction', 'contemporary', 'suspense', 'humor', 'science-fiction', 'young-adult']",['Charlaine Harris'],[3.88]
7091713,"Kiss of Death (The Morganville Vampires, #8)","['young-adult', 'paranormal', 'fantasy', 'urban-fantasy', 'romance', 'paranormal-romance', 'horror', 'ya-fantasy', 'contemporary', 'action', 'young-adult-fiction']","['Rachel Caine, Cynthia Holloway']",[4.22]
7093222,"Broken (Will Trent, #4)","['mystery', 'crime', 'thriller', 'suspense', 'crime-thriller', 'suspense-thriller', 'adult-fiction', 'romance', 'contemporary', 'psychological-thriller']",['Karin Slaughter'],[4.2]
7093952,"Faithful Place (Dublin Murder Squad, #3)","['mystery', 'crime', 'thriller', 'suspense', 'adult-fiction', 'contemporary', 'crime-thriller', 'family', 'psychological-thriller', 'suspense-thriller']",['Tana French'],[3.97]
7094569,"Feed (Newsflesh Trilogy, #1)","['horror', 'science-fiction', 'dystopian', 'young-adult', 'fantasy', 'thriller', 'urban-fantasy', 'paranormal', 'mystery', 'politics', 'speculative-fiction', 'adventure', 'adult-fiction', 'suspense', 'action', 'science']",['Mira Grant'],[3.86]
7095831,"Ship Breaker (Ship Breaker, #1)","['young-adult', 'dystopian', 'science-fiction', 'adventure', 'fantasy', 'steampunk', 'speculative-fiction', 'thriller', 'action', 'romance', 'ya-fantasy', 'science', 'family', 'ya-sci-fi']",['Paolo Bacigalupi'],[3.74]
7096123,"The Rembrandt Affair (Gabriel Allon, #10)","['thriller', 'mystery', 'suspense', 'crime', 'action', 'adventure', 'suspense-thriller', 'crime-thriller', 'adult-fiction']",['Daniel Silva'],[4.26]
7098304,Demon from the Dark (Immortals After Dark #10),"['paranormal-romance', 'paranormal', 'romance', 'fantasy', 'urban-fantasy', 'contemporary', 'mythology', 'action', 'adult-fiction', 'adventure']",['Kresley Cole'],[4.47]
7099273,"The Other Wes Moore: One Name, Two Fates","['non-fiction', 'biography', 'memoir', 'sociology', 'young-adult', 'contemporary', 'crime', 'science', 'politics', 'true-crime', 'family']","['Wes  Moore, Tavis Smiley']",[3.77]
7099389,"The Burning Wire (Lincoln Rhyme, #9)","['mystery', 'thriller', 'crime', 'suspense', 'crime-thriller', 'suspense-thriller', 'action']",['Jeffery Deaver'],[4.04]
7100490,"The Forbidden Game (The Forbidden Game, #1-3)","['young-adult', 'fantasy', 'paranormal', 'romance', 'horror', 'paranormal-romance', 'urban-fantasy', 'mystery', 'ya-fantasy', 'adventure', 'thriller', 'mythology', 'young-adult-fiction', 'suspense', 'contemporary', 'action', 'dark-fantasy']",['L.J. Smith'],[4.19]
7108001,Abraham Lincoln: Vampire Hunter,"['historical-fiction', 'fantasy', 'horror', 'paranormal', 'historical', 'humor', 'adult-fiction', 'adventure', 'thriller', 'urban-fantasy', 'science-fiction', 'young-adult', 'biography', 'mystery', 'comedy', 'war', 'alternative-history', 'action', 'suspense']",['Seth Grahame-Smith'],[3.7]
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,"['business', 'non-fiction', 'self-help', 'psychology', 'philosophy', 'economics', 'sociology']",['Simon Sinek'],[4.07]
7114761,Heart of the Matter,"['romance', 'contemporary', 'adult-fiction', 'drama', 'family']",['Emily Giffin'],[3.73]
7116709,"The Left Hand of God (The Left Hand of God, #1)","['fantasy', 'young-adult', 'dark-fantasy', 'adventure', 'science-fiction', 'dystopian', 'romance', 'war', 'religion', 'mystery', 'thriller', 'action', 'historical', 'historical-fiction']",['Paul  Hoffman'],[3.66]
7119070,أحببتك أكثر مما ينبغي,"['romance', 'drama']",['أثير عبدالله النشمي'],[3.67]
7121598,"Bullet (Anita Blake, Vampire Hunter #19)","['paranormal', 'urban-fantasy', 'fantasy', 'romance', 'paranormal-romance', 'horror', 'contemporary', 'crime', 'mystery', 'science', 'adult-fiction']",['Laurell K. Hamilton'],[3.82]
7122034,"Fever Dream (Pendergast, #10)","['mystery', 'thriller', 'suspense', 'crime', 'adventure', 'horror', 'action', 'science-fiction', 'suspense-thriller', 'paranormal', 'adult-fiction', 'contemporary']","['Douglas Preston, Lincoln Child']",[4.09]
7124095,"Gone (Wake, #3)","['young-adult', 'paranormal', 'fantasy', 'romance', 'mystery', 'urban-fantasy', 'paranormal-romance', 'contemporary', 'ya-fantasy', 'young-adult-fiction', 'science-fiction', 'suspense', 'young-adult-fantasy']",['Lisa McMann'],[3.72]
7124101,"The Fallen and Leviathan (The Fallen, #1-2)","['young-adult', 'fantasy', 'paranormal', 'urban-fantasy', 'romance', 'paranormal-romance', 'ya-fantasy', 'adventure', 'young-adult-fiction', 'action', 'mystery']",['Thomas E. Sniegoski'],[3.74]
7124475,"Endless Summer (The Boys Next Door, #1-2)","['young-adult', 'romance', 'contemporary', 'ya-romance', 'young-adult-fiction', 'drama', 'romantic-comedy', 'sports', 'humor']",['Jennifer Echols'],[4.02]
7128341,"The Prince of Mist (Niebla, #1)","['fantasy', 'young-adult', 'mystery', 'horror', 'historical-fiction', 'paranormal', 'historical', 'gothic', 'thriller', 'magical-realism', 'adventure', 'suspense', 'romance', 'children', 'young-adult-fiction', 'contemporary', 'dark-fantasy', 'drama']","['Carlos Ruiz Zafón, Lucia Graves']",[3.66]
7129588,Forget You,"['young-adult', 'romance', 'contemporary', 'new-adult', 'ya-romance', 'drama', 'mystery', 'young-adult-fiction', 'family']",['Jennifer Echols'],[3.79]
7129598,"Nevermore (Nevermore, #1)","['young-adult', 'paranormal', 'fantasy', 'romance', 'paranormal-romance', 'horror', 'urban-fantasy', 'gothic', 'mystery', 'ya-fantasy', 'contemporary', 'suspense', 'young-adult-fiction', 'ya-romance']",['Kelly Creagh'],[3.87]
7130616,"Bayou Moon (The Edge, #2)","['urban-fantasy', 'fantasy', 'romance', 'paranormal', 'paranormal-romance', 'contemporary', 'adventure', 'action', 'mystery', 'family', 'adult-fiction']",['Ilona Andrews'],[4.09]
7132363,"Freedom™ (Daemon, #2)","['science-fiction', 'thriller', 'cyberpunk', 'mystery', 'suspense', 'speculative-fiction', 'fantasy', 'action', 'science', 'dystopian', 'adventure', 'crime']",['Daniel Suarez'],[4.27]
7134201,The Postcard Killers,"['mystery', 'crime', 'suspense', 'thriller', 'adult-fiction', 'suspense-thriller', 'crime-thriller', 'action', 'travel', 'romance']","['James Patterson, Liza Marklund']",[3.78]
7134202,"Private (Private, #1)","['mystery', 'thriller', 'crime', 'suspense', 'adult-fiction', 'crime-thriller', 'action']","['James Patterson, Maxine Paetro']",[3.88]
7135858,My Name Is Memory,"['fantasy', 'historical-fiction', 'paranormal', 'adult-fiction', 'contemporary', 'historical', 'romance', 'paranormal-romance', 'young-adult', 'science-fiction', 'magical-realism', 'historical-romance', 'mystery', 'drama', 'urban-fantasy', 'new-adult']",['Ann Brashares'],[3.7]
7137327,"Enclave (Razorland, #1)","['dystopian', 'young-adult', 'science-fiction', 'fantasy', 'romance', 'horror', 'adventure', 'action', 'paranormal', 'ya-fantasy', 'young-adult-fiction', 'urban-fantasy']",['Ann Aguirre'],[3.92]
7137775,"Rules of Attraction (Perfect Chemistry, #2)","['young-adult', 'romance', 'contemporary', 'new-adult', 'ya-romance', 'drama', 'young-adult-fiction', 'family']",['Simone Elkeles'],[4.22]
7140220,Twilight and History,"['non-fiction', 'fantasy', 'young-adult', 'romance', 'paranormal', 'horror']",['Nancy Reagin'],[4.38]
7140754,Solar,"['contemporary', 'science', 'literary-fiction', 'science-fiction', 'humor', 'adult-fiction', 'biography', 'comedy']",['Ian McEwan'],[3.23]
7141642,The Thousand Autumns of Jacob de Zoet,"['historical-fiction', 'historical', 'literary-fiction', 'contemporary', 'adult-fiction', 'adventure', 'fantasy', 'romance', 'drama', 'magical-realism']",['David Mitchell'],[4.03]
7144426,"The Bourne Objective (Jason Bourne, #8)","['thriller', 'mystery', 'suspense', 'action', 'adventure', 'crime', 'adult-fiction', 'contemporary']","['Eric Van Lustbader, Robert Ludlum']",[4.07]
